blueADCChamp,blueJungleChamp,blueMiddleChamp,blueSupportChamp,blueTopChamp,redADCChamp,redJungleChamp,redMiddleChamp,redSupportChamp,redTopChamp,blueBan1,redBan1,blueBan2,redBan2,blueBan3,redBan3,blueBan4,redBan4,blueBan5,redBan5,rResult
Aphelios,Lee Sin,Ryze,Nautilus,Gwen,Zeri,Wukong,Ahri,Lulu,K'Sante,Rumble,Vi,Malphite,Pantheon,Neeko,Jayce,Aurora,Qiyana,Taliyah,Gnar,0
Zeri,Pantheon,Yone,Alistar,Ryze,Lucian,Wukong,Taliyah,Braum,Rumble,Jayce,Malphite,Vi,Neeko,Varus,Akali,Aphelios,Sivir,Nautilus,Ezreal,0
Ezreal,Vi,Ryze,Lissandra,Gnar,Varus,Wukong,Taliyah,Rakan,Renekton,Jayce,Bard,Rumble,Neeko,Orianna,Azir,Nautilus,Yunara,Malphite,Poppy,0
Aphelios,Dr. Mundo,Azir,Lulu,Zaahen,Yunara,Sejuani,Akali,Neeko,Rek'Sai,Malphite,Bard,Nocturne,Jayce,Rumble,Ambessa,Jarvan IV,Poppy,Pantheon,Xin Zhao,0
Caitlyn,Xin Zhao,Azir,Braum,Sion,Jhin,Jax,Orianna,Bard,K'Sante,Rumble,Sylas,Malphite,Varus,Nocturne,Ambessa,Lucian,Leona,Karma,Nautilus,1
Jhin,Wukong,Syndra,Rell,K'Sante,Varus,Xin Zhao,Ryze,Braum,Gnar,Rumble,Naafiri,Orianna,Akali,Malphite,Jayce,Neeko,Corki,Yunara,Aphelios,1
Yunara,Jarvan IV,Viktor,Alistar,Zaahen,Corki,Zyra,Qiyana,Leona,Sion,Naafiri,Orianna,Akali,Ambessa,Bel'Veth,Jayce,Taliyah,Lulu,Neeko,Karma,0
Sivir,Nocturne,Mel,Braum,Akali,Varus,Ivern,Syndra,Alistar,Ornn,Sejuani,Orianna,Wukong,Gwen,Sion,Jarvan IV,Azir,Lulu,Xin Zhao,Sylas,0
Aphelios,Diana,Taliyah,Rell,Renekton,Yunara,Malphite,Ryze,Leona,Yorick,Gwen,Sion,Wukong,Sejuani,Jarvan IV,Orianna,Lulu,Sylas,K'Sante,Dr. Mundo,1
Sivir,Jarvan IV,Orianna,Alistar,Rek'Sai,Varus,Xin Zhao,Azir,Rakan,Sion,Jayce,Malphite,Ambessa,Akali,Rumble,Nocturne,Poppy,Bard,Gnar,Gwen,1
Aphelios,Hecarim,Cassiopeia,Rell,Aatrox,Ziggs,Trundle,Ryze,Nautilus,Renekton,Jayce,Malphite,Ambessa,Yunara,Rumble,Pantheon,Gnar,Lee Sin,Qiyana,Nocturne,1
Corki,Jarvan IV,Ryze,Nami,Ambessa,Varus,Xin Zhao,Anivia,Bard,Gwen,Malphite,Jayce,Azir,Rumble,Yunara,Orianna,Renekton,Nautilus,Poppy,Neeko,1
Ashe,Wukong,Galio,Seraphine,Rumble,Yunara,Vi,Syndra,Lulu,Sion,Neeko,Azir,Malphite,Jayce,Orianna,Aurora,K'Sante,Nautilus,Ornn,Blitzcrank,0
Varus,Nocturne,Taliyah,Neeko,Rumble,Corki,Vi,Ryze,Nami,Jayce,Azir,Malphite,Orianna,Yunara,Bard,Akali,Alistar,Ambessa,Karma,Pantheon,1
Corki,Pantheon,Orianna,Rakan,Gwen,Lucian,Xin Zhao,Azir,Braum,K'Sante,Rumble,Malphite,Jayce,Neeko,Ambessa,Renekton,Alistar,Varus,Yunara,Nocturne,0
Varus,Ambessa,Ryze,Karma,Renekton,Yunara,Dr. Mundo,Taliyah,Neeko,Gnar,Malphite,Jayce,Jarvan IV,Rumble,Vi,Wukong,Nocturne,Aphelios,Trundle,Nautilus,1
Kai'Sa,Wukong,Zoe,Nautilus,Kennen,Miss Fortune,Vi,Ziggs,Leona,Zaahen,Jayce,Malphite,Rumble,Akali,Nocturne,Aurora,Ahri,Sivir,Alistar,Ezreal,0
Kalista,Vi,Ahri,Renata Glasc,Rumble,Kai'Sa,Xin Zhao,Aurora,Bard,Galio,Akali,Jarvan IV,Azir,Varus,Pantheon,Orianna,Ashe,Karma,Aphelios,Rakan,0
Aphelios,Hecarim,Orianna,Rakan,K'Sante,Ashe,Xin Zhao,Ryze,Poppy,Zaahen,Yasuo,Lulu,Neeko,Yunara,Varus,Lee Sin,Miss Fortune,Kai'Sa,Ezreal,Kalista,1
Caitlyn,Taliyah,Galio,Elise,Gnar,Jinx,Jarvan IV,Akali,Braum,Gwen,Yunara,Azir,Lulu,Varus,Karma,Neeko,Irelia,K'Sante,Orianna,Rumble,0
Varus,Ambessa,Ahri,Neeko,Renekton,Jhin,Zyra,Aurora,Thresh,K'Sante,Warwick,Rumble,Nocturne,Orianna,Ezreal,Yunara,Olaf,Azir,Volibear,Ryze,0
Yunara,Jarvan IV,Ryze,Lulu,Sion,Jhin,Nocturne,Orianna,Rakan,Rumble,Varus,Malphite,Jayce,Ambessa,Pantheon,Qiyana,Neeko,Ezreal,Bard,Corki,1
Jhin,Nocturne,Azir,Neeko,Renekton,Ashe,Gwen,Orianna,Seraphine,Sion,Ambessa,Pantheon,Varus,Akali,Karma,Xin Zhao,Dr. Mundo,Ezreal,Volibear,Yunara,0
Varus,Malphite,Aurora,Poppy,K'Sante,Ezreal,Vi,Ahri,Alistar,Olaf,Karma,Pantheon,Cassiopeia,Ryze,Ambessa,Sylas,Rumble,Bard,Gnar,Renata Glasc,0
Corki,Wukong,Taliyah,Nami,Galio,Lucian,Xin Zhao,Cassiopeia,Sona,Rumble,Karma,Jarvan IV,Ambessa,Yunara,Pantheon,Trundle,Nautilus,Ornn,Lulu,Akali,0
Jinx,Xin Zhao,Yone,Lulu,Zaahen,Varus,Pantheon,Syndra,Seraphine,Jax,Orianna,Neeko,Azir,K'Sante,Irelia,Rumble,Ryze,Sylas,LeBlanc,Akali,1
Jhin,Kha'Zix,Aurora,Neeko,Rumble,Varus,Nocturne,Galio,Karma,Kennen,Gwen,Azir,Orianna,Ryze,Ambessa,Akali,Lee Sin,Yone,Jarvan IV,Vi,0
Corki,Wukong,Galio,Bard,Rumble,Kai'Sa,Jarvan IV,Akali,Neeko,Ornn,Pantheon,Varus,Yunara,Taliyah,Ryze,Orianna,Ashe,LeBlanc,Jhin,Nami,0
Jhin,Dr. Mundo,Ryze,Blitzcrank,Zaahen,Ashe,Xin Zhao,Anivia,Seraphine,Jax,Pantheon,Varus,Yunara,Orianna,Renekton,Ambessa,Syndra,Nautilus,K'Sante,Karma,1
Corki,Ambessa,Ryze,Bard,Renekton,Yunara,Pantheon,Taliyah,Lulu,Gnar,Ziggs,Orianna,Aurora,Varus,Neeko,Rumble,Nautilus,Nami,Alistar,Karma,1
Aphelios,Maokai,Ziggs,Thresh,Rek'Sai,Lucian,Jarvan IV,Twisted Fate,Nami,Sion,Akali,Nocturne,Yone,Neeko,Orianna,Azir,Galio,Xin Zhao,Gwen,Malphite,0
Corki,Vi,Taliyah,Nautilus,Ambessa,Yunara,Gwen,Galio,Karma,K'Sante,Orianna,Varus,Lee Sin,Neeko,Lulu,Rumble,Renekton,Ryze,Hecarim,Aurora,0
Aphelios,Jarvan IV,Aurora,Leona,Akali,Ziggs,Ambessa,Ryze,Rakan,Irelia,Azir,Lulu,Orianna,Yunara,Vi,Neeko,Ezreal,Varus,Lucian,Poppy,0
Sivir,Camille,Orianna,Neeko,Ambessa,Caitlyn,Nidalee,Ahri,Elise,Illaoi,Kha'Zix,Irelia,Rumble,Ezreal,Taliyah,Varus,K'Sante,Syndra,Sion,Galio,1
Yunara,Jarvan IV,Orianna,Rell,Ornn,Varus,Xin Zhao,Ryze,Neeko,Aatrox,Lulu,Yasuo,Jayce,Yone,Dr. Mundo,Bard,Karma,Leona,Nasus,Nautilus,0
Kai'Sa,Jarvan IV,Orianna,Bard,Sion,Jhin,Nocturne,LeBlanc,Janna,Gwen,Kindred,Rumble,Varus,Zaahen,Ambessa,Jayce,Karma,Rell,Seraphine,Neeko,0
Smolder,Aatrox,Azir,Leona,Ambessa,Yunara,Dr. Mundo,Xerath,Karma,K'Sante,Kindred,Zaahen,Varus,Jayce,Lucian,Aphelios,Lulu,Rell,Seraphine,Nautilus,0
Jinx,Pantheon,Viktor,Leona,Gnar,Zeri,Malphite,Azir,Karma,Nasus,Lulu,Yasuo,Jayce,Yone,Dr. Mundo,Bard,Sivir,Miss Fortune,Caitlyn,Corki,1
Yunara,Trundle,Taliyah,Neeko,Ambessa,Corki,Wukong,Ryze,Nami,Sion,Pantheon,Jarvan IV,Orianna,Azir,Varus,Vi,Renekton,Gwen,Jayce,Anivia,0
Aphelios,Pantheon,Azir,Lulu,Gnar,Lucian,Aatrox,Orianna,Rell,Jax,Akali,Renekton,Jarvan IV,Viktor,Varus,Nocturne,Ezreal,Ashe,Nautilus,Xayah,0
Ezreal,Wukong,Ahri,Neeko,Ambessa,Corki,Qiyana,Viktor,Nautilus,K'Sante,Sion,Aatrox,Graves,Lulu,Varus,Orianna,Renekton,Vi,Ryze,Taliyah,0
Xayah,Kha'Zix,Ahri,Rell,Rumble,Corki,Xin Zhao,Sylas,Nautilus,K'Sante,Annie,Neeko,Orianna,Yunara,Varus,Aphelios,Gwen,Braum,Ambessa,Poppy,0
Yunara,Zaahen,Ryze,Nautilus,Sion,Ezreal,Graves,Anivia,Karma,Yone,Irelia,Orianna,Gwen,Azir,Jax,Neeko,Camille,Lulu,Braum,K'Sante,1
Kai'Sa,Vi,Taliyah,Nautilus,Renekton,Ezreal,Xin Zhao,Aurora,Leona,Gnar,Malphite,Varus,Qiyana,Jayce,Ambessa,Pantheon,Braum,Bard,Ahri,Neeko,1
Ashe,Pantheon,Ahri,Seraphine,Rek'Sai,Corki,Dr. Mundo,Mel,Nami,K'Sante,Malphite,Jayce,Qiyana,Varus,Gwen,Ambessa,Jax,LeBlanc,Sylas,Akali,1
Miss Fortune,Aatrox,Ekko,Poppy,Gwen,Sivir,Qiyana,Syndra,Alistar,Akali,Varus,Malphite,Jayce,Sylas,Ambessa,Bard,Jax,LeBlanc,Kennen,Zaahen,1
Yunara,Naafiri,Sylas,Neeko,K'Sante,Ezreal,Aatrox,Orianna,Karma,Zaahen,Nocturne,Varus,Vi,Lulu,Azir,Sion,Poppy,Rek'Sai,Xin Zhao,Renekton,0
Yunara,Kindred,Sylas,Karma,Olaf,Tristana,Ambessa,Ahri,Lulu,Renekton,Aphelios,Varus,Lee Sin,Poppy,Sion,Neeko,Ryze,Rumble,Orianna,Galio,1
Jinx,Zaahen,Ahri,Nautilus,Swain,Ezreal,Zed,Ryze,Karma,Sion,Viego,Caitlyn,Graves,Neeko,Lee Sin,Qiyana,Sylas,Lulu,Viktor,Thresh,0
Miss Fortune,Xin Zhao,Taliyah,Bard,Rumble,Ezreal,Graves,Ryze,Karma,Ornn,Annie,Vi,Orianna,Neeko,Varus,Yunara,Ashe,Corki,Poppy,Braum,1
Lucian,Vi,Taliyah,Nami,Gnar,Xayah,Jayce,Ahri,Rakan,Sion,Varus,Malphite,Orianna,Ambessa,Pantheon,Nautilus,Senna,Yunara,Ashe,Ezreal,1
Ezreal,Nocturne,Aurora,Alistar,Aatrox,Miss Fortune,Naafiri,Syndra,Leona,Camille,Pantheon,Varus,Yunara,Orianna,Renekton,Ambessa,Gwen,LeBlanc,K'Sante,Viktor,1
Varus,Wukong,Viktor,Nautilus,K'Sante,Jhin,Vi,Hwei,Rakan,Rumble,Orianna,Ziggs,Azir,Aurora,Neeko,Nocturne,Yone,Galio,Poppy,Annie,0
Xayah,Kindred,Ryze,Rakan,Volibear,Ezreal,Vi,Taliyah,Alistar,Gnar,Rumble,Varus,Yunara,Neeko,Ahri,Orianna,Karma,Xin Zhao,Poppy,Olaf,1
Sivir,Dr. Mundo,Jayce,Nautilus,Rumble,Ezreal,Zed,Ryze,Karma,Ornn,Qiyana,Orianna,Graves,Neeko,Taliyah,Yunara,Jarvan IV,Ahri,Viego,Naafiri,0
Ezreal,Xin Zhao,Orianna,Bard,K'Sante,Kai'Sa,Kha'Zix,Sion,Neeko,Rumble,Jax,Ryze,Gwen,Ornn,Vi,Sylas,Nocturne,Varus,Graves,Lulu,1
Kai'Sa,Vi,Ahri,Nautilus,Rumble,Ezreal,Ambessa,Taliyah,Braum,Yorick,Lulu,Yasuo,Jayce,Yone,Dr. Mundo,Bard,Pantheon,Akali,Karma,Zed,0
Lucian,Wukong,Anivia,Nami,Olaf,Ezreal,Zyra,Irelia,Rell,Yone,Rumble,Kindred,Aphelios,Varus,Jayce,Zaahen,Yorick,Kog'Maw,Syndra,Lux,1
Xayah,Sejuani,Yone,Rakan,Jax,Corki,Trundle,Swain,Nami,K'Sante,Yasuo,Lulu,Bard,Jayce,Akali,Dr. Mundo,Zed,Seraphine,Ivern,Ziggs,1
Ezreal,Zaahen,Aurora,Bard,Dr. Mundo,Sivir,Xin Zhao,Taliyah,Nautilus,Sion,Pantheon,Neeko,Yunara,Varus,Karma,Corki,K'Sante,Kled,Lulu,Gnar,1
Corki,Nocturne,Aurora,Nami,Rumble,Yunara,Xin Zhao,Ahri,Nautilus,Ornn,Ryze,Zaahen,Jarvan IV,Akali,K'Sante,Orianna,Vi,Naafiri,Wukong,Dr. Mundo,1
Mel,Ambessa,Viktor,Nautilus,Renekton,Varus,Xin Zhao,Ryze,Karma,Aatrox,Viego,Karthus,Lee Sin,Jarvan IV,Jayce,Vladimir,Wukong,Syndra,Zaahen,Yone,0
Ezreal,Qiyana,Twisted Fate,Seraphine,Zaahen,Ashe,Wukong,Syndra,Senna,Olaf,Akali,Orianna,Jayce,Ryze,Naafiri,Vi,Gwen,Ziggs,Kennen,LeBlanc,1
Corki,Vi,Taliyah,Rakan,Ambessa,Yunara,Dr. Mundo,Azir,Braum,Gwen,Zoe,Rumble,Akali,Orianna,Irelia,Varus,Renekton,Neeko,Riven,Nami,1
Aphelios,Trundle,Galio,Lulu,Ornn,Jinx,Wukong,Syndra,Blitzcrank,Smolder,Vladimir,Viego,Karthus,Lee Sin,Ashe,Jarvan IV,Gnar,Dr. Mundo,Olaf,Malphite,0
Ezreal,Xin Zhao,Ryze,Neeko,Sion,Caitlyn,Sylas,Viktor,Karma,Gnar,Rumble,Orianna,Syndra,Varus,Aatrox,Jarvan IV,Renekton,Sivir,Jax,Jhin,1
Xayah,Lee Sin,Aurelion Sol,Rakan,Gnar,Zeri,Dr. Mundo,Hwei,Yuumi,Yone,Vladimir,Viego,Karthus,Yunara,Ashe,Jarvan IV,Gangplank,Akali,Irelia,Aurora,0
Lucian,Aatrox,Ahri,Leona,Rumble,Kai'Sa,Jarvan IV,LeBlanc,Nautilus,Riven,Zoe,Varus,Fiora,Syndra,Akali,Orianna,Poppy,Tristana,Rell,Alistar,0
Sivir,Dr. Mundo,Ryze,Karma,Ornn,Varus,Wukong,Syndra,Rakan,Gwen,Neeko,Ambessa,Azir,Zaahen,Orianna,Lux,Alistar,Sion,Rell,Bard,0
Corki,Trundle,Taliyah,Nami,Fiora,Caitlyn,Xin Zhao,Aurelion Sol,Leona,Sion,Neeko,Ambessa,Azir,Zaahen,Rumble,Orianna,Bard,Gnar,Rell,Hwei,1
Kai'Sa,Jarvan IV,Orianna,Alistar,Rumble,Tristana,Vi,Ryze,Rakan,Naafiri,Neeko,Varus,Corki,Xin Zhao,Karma,Yunara,Ezreal,Xayah,Lucian,Sivir,0
Sivir,Pantheon,Zoe,Neeko,Renekton,Varus,Ambessa,Taliyah,Karma,Gnar,Zaahen,Rumble,Akali,Orianna,Dr. Mundo,Ryze,Alistar,Syndra,Anivia,Ziggs,0
Ezreal,Pantheon,Orianna,Braum,Sion,Sivir,Ivern,Tristana,Leona,Rumble,Neeko,Varus,Jarvan IV,Viego,Azir,Ambessa,Nautilus,Jayce,Rell,Alistar,1
Ashe,Pantheon,Zoe,Seraphine,Ornn,Corki,Ambessa,Ahri,Pyke,Gnar,Karma,Neeko,Yunara,Varus,Nocturne,Nami,Azir,Akali,Syndra,Sylas,1
Lucian,Dr. Mundo,Viktor,Leona,Yorick,Miss Fortune,Jarvan IV,Aurelion Sol,Bard,K'Sante,Zaahen,Orianna,Akali,Ryze,Bel'Veth,Ezreal,Anivia,Gwen,Sylas,Syndra,1
Lucian,Zaahen,Ahri,Nami,Singed,Corki,Vi,LeBlanc,Rell,K'Sante,Viego,Karthus,Lulu,Vladimir,Jax,Syndra,Galio,Smolder,Akali,Kayle,1
Jhin,Skarner,Anivia,Rell,Jayce,Zeri,Trundle,Orianna,Lulu,Malphite,Vi,Akali,Ryze,Bel'Veth,Ziggs,Naafiri,Jinx,Sylas,Aphelios,Blitzcrank,1
Aphelios,Ivern,Akali,Rakan,Camille,Miss Fortune,Vi,Orianna,Rell,Gragas,Olaf,Briar,Sona,Jayce,Ambessa,Gwen,Renekton,Vayne,Jax,Braum,1
Yunara,Xin Zhao,Ahri,Lulu,Dr. Mundo,Xayah,Wukong,Orianna,Rakan,Jax,Rumble,Ambessa,Jayce,Syndra,Ryze,Malphite,Caitlyn,Aatrox,Neeko,K'Sante,1
Varus,Dr. Mundo,Akali,Neeko,Rumble,Jhin,Vi,Orianna,Alistar,Aatrox,Ryze,Ambessa,Caitlyn,Malphite,Kindred,Jayce,Rakan,Bard,Ornn,Jax,1
Corki,Vi,Swain,Nami,Ambessa,Yunara,Jarvan IV,Taliyah,Alistar,Rumble,Varus,Sylas,Jayce,Caitlyn,Malphite,Aphelios,Poppy,Orianna,Wukong,Galio,0
Xayah,Dr. Mundo,Ryze,Rakan,K'Sante,Kai'Sa,Malphite,Azir,Alistar,Gnar,Akali,Caitlyn,Yunara,Orianna,Jayce,Rumble,Nautilus,Wukong,Rell,Trundle,0
Varus,Dr. Mundo,Viktor,Pyke,K'Sante,Jhin,Vi,Mel,Karma,Gnar,Neeko,Jayce,Orianna,Rumble,Malphite,Zed,Taliyah,Akali,Aurora,Bard,1
Smolder,Naafiri,Ryze,Alistar,Sion,Aphelios,Wukong,Azir,Rell,Ambessa,Kai'Sa,Orianna,Malphite,Jayce,Akali,Rumble,Aatrox,Sivir,Gwen,Yunara,1
Ashe,Lillia,Yone,Braum,Cho'Gath,Corki,Dr. Mundo,Ahri,Pyke,Camille,Kai'Sa,Jayce,Akali,Orianna,Yunara,Sivir,Aurora,Rakan,LeBlanc,Lulu,1
Yunara,Zac,Syndra,Lulu,Dr. Mundo,Corki,Wukong,Orianna,Pyke,Aatrox,Xin Zhao,Rengar,Aphelios,Malphite,Ambessa,Jayce,Nami,Zaahen,Bard,Renekton,1
Caitlyn,Malphite,Ryze,Karma,Ornn,Jhin,Dr. Mundo,Orianna,Nautilus,Olaf,Sylas,Mel,Jayce,Wukong,Kai'Sa,Ambessa,Ezreal,Azir,Aphelios,Syndra,1
Sivir,Wukong,Sylas,Bard,Rumble,Corki,Vi,Ryze,Alistar,Aurora,Jayce,Kennen,Ambessa,Karma,Gwen,Caitlyn,Taliyah,Poppy,Orianna,Rakan,1
Varus,Xin Zhao,Azir,Rell,Zaahen,Tristana,Jarvan IV,Taliyah,Rakan,Shen,Mel,Jayce,Ambessa,Rumble,Neeko,Wukong,Alistar,Poppy,Jax,Leona,0
Ezreal,Jayce,LeBlanc,Leona,Sion,Varus,Jarvan IV,Galio,Neeko,Gwen,Akali,Caitlyn,Yunara,Orianna,Fiora,Rumble,Nautilus,Karma,Rell,Bard,0
Corki,Qiyana,Azir,Nautilus,Sion,Yunara,Ambessa,Ryze,Rell,Shen,Akali,Orianna,Zed,Jayce,Yone,Rumble,Neeko,Xin Zhao,K'Sante,Jarvan IV,0
Jhin,Jarvan IV,Taliyah,Nautilus,Aatrox,Caitlyn,Malphite,Viktor,Leona,Renekton,Syndra,Kai'Sa,Varus,Akali,Jayce,Orianna,Neeko,Dr. Mundo,Karma,Sylas,1
Aphelios,Wukong,Orianna,Lulu,Zaahen,Yunara,Cho'Gath,Viktor,Nautilus,Camille,Briar,Jayce,Tristana,Ambessa,Varus,Jax,Braum,Gwen,Bard,Renekton,0
Corki,Xin Zhao,Ryze,Nautilus,Sion,Sivir,Pantheon,Taliyah,Rell,K'Sante,Olaf,Malphite,Ambessa,Rumble,Orianna,Jayce,Aatrox,Alistar,Gwen,Jarvan IV,1
Yunara,Wukong,Ryze,Nautilus,Ambessa,Jhin,Jarvan IV,Syndra,Rell,Aatrox,Orianna,Gragas,Dr. Mundo,Rammus,Rumble,Malphite,Renekton,Braum,Zaahen,Alistar,1
Tristana,Cho'Gath,Azir,Lulu,K'Sante,Ezreal,Jayce,Ryze,Leona,Ambessa,Vi,Briar,Orianna,Veigar,Rumble,Anivia,Nautilus,Vayne,Renekton,Camille,1
Kai'Sa,Sejuani,Yone,Rakan,Gnar,Corki,Wukong,Azir,Braum,Volibear,Sion,Rumble,Orianna,Jarvan IV,Ryze,Varus,Nami,Neeko,Alistar,Jax,0
Yunara,Aatrox,Azir,Alistar,Sion,Aphelios,Jarvan IV,Akali,Neeko,Rumble,Orianna,Jayce,Varus,Malphite,Wukong,K'Sante,Taliyah,Xin Zhao,Yone,Bard,0
Aphelios,Dr. Mundo,Ryze,Thresh,K'Sante,Kalista,Wukong,Taliyah,Renata Glasc,Rumble,Renekton,Azir,Pantheon,Jayce,Orianna,Varus,Corki,Karma,Rakan,Neeko,0
Kai'Sa,Jarvan IV,Taliyah,Rakan,Rumble,Ezreal,Xin Zhao,Azir,Karma,K'Sante,Neeko,Jayce,Yunara,Varus,Aurora,Orianna,Alistar,Sivir,Poppy,Nautilus,0
Aphelios,Jarvan IV,Azir,Thresh,K'Sante,Corki,Pantheon,Akali,Alistar,Rumble,Neeko,Jayce,Yunara,Varus,Taliyah,Vi,Rakan,Poppy,Nami,Kai'Sa,1
Aphelios,Jayce,Cassiopeia,Nautilus,K'Sante,Caitlyn,Dr. Mundo,Ryze,Braum,Kled,Sion,Rumble,Corki,Varus,Jarvan IV,Orianna,Bard,Aatrox,Cho'Gath,Gnar,1
Yunara,Xin Zhao,Azir,Alistar,Rumble,Aphelios,Nocturne,Orianna,Lulu,K'Sante,Akali,Jayce,Yone,Varus,Vi,Jarvan IV,Neeko,Wukong,Kai'Sa,Qiyana,0
Corki,Xin Zhao,Galio,Rakan,Lee Sin,Yunara,Aatrox,Ryze,Alistar,Rumble,Varus,Jayce,Azir,Pantheon,Orianna,Jarvan IV,Wukong,Anivia,Qiyana,Nami,1
Lucian,Vi,Taliyah,Neeko,Nidalee,Caitlyn,Pantheon,Ryze,Nami,Gragas,Sion,Rumble,Dr. Mundo,Varus,Orianna,Cassiopeia,Karma,Ambessa,Bard,Gnar,1
Yunara,Jarvan IV,Ryze,Alistar,Gwen,Kai'Sa,Wukong,Orianna,Nautilus,K'Sante,Vi,Pantheon,Varus,Rumble,Azir,Taliyah,Neeko,Lulu,Rakan,Gnar,1
Varus,Aatrox,Orianna,Neeko,K'Sante,Jhin,Dr. Mundo,Azir,Alistar,Gwen,Aphelios,Yunara,Taliyah,Jayce,Rumble,Jarvan IV,Ambessa,Bard,Gnar,Rakan,0
Yunara,Wukong,Syndra,Poppy,K'Sante,Tristana,Vi,Taliyah,Alistar,Mordekaiser,Neeko,Rumble,Jarvan IV,Azir,Aphelios,Jayce,Renekton,Ambessa,Gnar,Braum,0
Caitlyn,Jarvan IV,Taliyah,Braum,Mordekaiser,Aphelios,Wukong,Aurora,Milio,Ornn,Sion,Diana,Orianna,Gwen,Bard,Ambessa,Lulu,Gnar,Janna,Fiora,1
Yunara,Xin Zhao,Taliyah,Alistar,Rumble,Corki,Dr. Mundo,Azir,Karma,Zaahen,Malphite,Aphelios,Fiora,Varus,Ambessa,Jayce,Bard,Vi,Braum,Wukong,0
Corki,Jayce,Aurora,Rakan,Sion,Varus,Jarvan IV,Syndra,Neeko,Aatrox,Malphite,Akali,Rumble,Orianna,Ryze,Sivir,Ambessa,Karma,Gwen,Nautilus,1
Sivir,Aatrox,Viktor,Nautilus,Ambessa,Ashe,Dr. Mundo,Ryze,Rell,Fiora,Diana,Sion,Gwen,Orianna,Urgot,Bard,Renekton,Alistar,Gnar,Lulu,0
Kai'Sa,Pantheon,Orianna,Leona,Gragas,Ezreal,Malphite,Swain,Alistar,Gnar,Diana,Sion,Gwen,Bard,Urgot,Sylas,Xin Zhao,Kled,Qiyana,Shen,1
Varus,Jarvan IV,Azir,Bard,Ambessa,Sivir,Dr. Mundo,Orianna,Rell,Gnar,Caitlyn,Rengar,Kai'Sa,Yunara,Jayce,Ryze,Neeko,Draven,Nautilus,Alistar,0
Smolder,Trundle,Azir,Rakan,Sett,Miss Fortune,Olaf,Sylas,Amumu,Kled,Sion,Diana,Bard,Gwen,Lucian,Urgot,Seraphine,Jax,Zilean,Zaahen,1
Yunara,Vi,Taliyah,Thresh,Aurora,Kai'Sa,Qiyana,Ryze,Alistar,Ornn,Pantheon,Orianna,Jarvan IV,Ambessa,Neeko,Varus,Sion,Rakan,K'Sante,Braum,1
Jinx,Pantheon,Ekko,Nautilus,Kled,Yunara,Jarvan IV,Azir,Leona,Sion,Varus,Irelia,Jayce,Vi,Rumble,Akali,Braum,Gwen,Rell,Ambessa,1
Kai'Sa,Jarvan IV,Zoe,Neeko,K'Sante,Corki,Vi,Swain,Nami,Rumble,Varus,Renekton,Wukong,Pantheon,Poppy,Jayce,Nautilus,Rakan,Azir,Orianna,0
Yunara,Wukong,Ryze,Rell,Cho'Gath,Aphelios,Aatrox,Taliyah,Rakan,Sion,Malphite,Varus,Azir,Jayce,Orianna,Rumble,Gwen,Bard,Alistar,Gnar,1
Yunara,Xin Zhao,Ryze,Bard,K'Sante,Aphelios,Vi,Taliyah,Alistar,Rumble,Orianna,Neeko,Jayce,Varus,Azir,Akali,Kai'Sa,Lulu,Rakan,Jarvan IV,1
Varus,Pantheon,Yone,Alistar,Rumble,Yunara,Jarvan IV,Azir,Rakan,Aatrox,Malphite,Jayce,Akali,Irelia,Orianna,Ryze,Aurora,Vi,Neeko,Sejuani,0
Aphelios,Aatrox,Taliyah,Nautilus,Poppy,Yunara,Pantheon,Azir,Leona,Ambessa,Varus,K'Sante,Jayce,Sion,Rumble,Akali,Jarvan IV,Renekton,Braum,Alistar,1
Yunara,Trundle,Azir,Lulu,Renekton,Caitlyn,Vi,Taliyah,Elise,K'Sante,Neeko,Jayce,Orianna,Rumble,Jarvan IV,Varus,Gnar,Pantheon,Aurora,Alistar,1
Sivir,Xin Zhao,Orianna,Nautilus,Sion,Varus,Aatrox,Ryze,Rell,Rek'Sai,Neeko,Jayce,Azir,Rumble,Jarvan IV,Ambessa,Alistar,Bard,Renekton,Braum,0
Corki,Wukong,Ryze,Nautilus,Sion,Yunara,Vi,Taliyah,Braum,Renekton,Ambessa,Rumble,Orianna,Jayce,Nocturne,Azir,Alistar,Gnar,K'Sante,Poppy,1
Varus,Vi,Twisted Fate,Neeko,Camille,Jhin,Jayce,Hwei,Karma,K'Sante,Sion,Diana,Orianna,Gwen,Bard,Ambessa,Ornn,Gnar,Shen,Aatrox,0
Varus,Xin Zhao,Anivia,Alistar,Sion,Mel,Jarvan IV,Ryze,Nautilus,Gwen,Viego,Orianna,Ambessa,Bard,Jayce,Neeko,Pyke,Azir,Poppy,Ahri,1
Yunara,Pantheon,Taliyah,Braum,K'Sante,Kai'Sa,Wukong,Azir,Alistar,Gnar,Malphite,Akali,Rumble,Orianna,Varus,Jayce,Neeko,Nautilus,Ambessa,Rakan,1
Sivir,Wukong,Ryze,Karma,Rumble,Caitlyn,Aatrox,Taliyah,Alistar,Ornn,Yunara,Orianna,Jarvan IV,Jayce,Malphite,Azir,Qiyana,Xin Zhao,Syndra,Vi,1
Caitlyn,Maokai,Yone,Braum,Rumble,Yunara,Wukong,Akali,Elise,K'Sante,Bard,Viego,Neeko,Ambessa,Orianna,Jayce,Vi,Lillia,Rakan,Diana,0
